group_id,employee_id,first_name,last_name,date_of_birth,gender,relationship,zip_code,state,source_file,row_issues
G002,E0019,Justin,Sims,1964-10-25,F,spouse,36493,NV,broker_b_census.csv,
G002,E0019,Devon,Sims,2014-07-13,M,child,36493,NV,broker_b_census.csv,
G002,E0020,Caleb,Russell,1991-11-12,M,employee,71622,NH,broker_b_census.csv,
G002,E0021,Jamie,Fisher,1979-05-14,F,employee,77057,UT,broker_b_census.csv,
G002,E0022,Nicole,Johnston,1962-04-29,F,employee,63019,AL,broker_b_census.csv,
G002,E0022,Kenneth,Johnston,2002-01-09,M,spouse,63019,AL,broker_b_census.csv,
G002,E0023,Amy,Morrison,1993-08-18,M,employee,29407,NM,broker_b_census.csv,
G002,E0024,Ryan,Johnson,1970-12-03,F,employee,44558,TN,broker_b_census.csv,
G002,E0024,Richard,Johnson,2018-02-22,M,child,44558,TN,broker_b_census.csv,
G002,E0025,Cindy,Johnson,1966-12-22,M,employee,52146,OR,broker_b_census.csv,
G002,E0026,Anthony,Day,1985-10-03,M,employee,18287,VI,broker_b_census.csv,
G002,E0027,Brent,Gray,1981-05-04,M,employee,28243,NH,broker_b_census.csv,
G002,E0027,Kathleen,Gray,2008-12-25,M,child,28243,NH,broker_b_census.csv,
G002,E0027,Mary,Gray,2011-06-13,M,child,28243,NH,broker_b_census.csv,
G002,E0028,Stephanie,Walker,1963-09-23,M,employee,09494,WI,broker_b_census.csv,
G002,E0028,Billy,Walker,2002-08-26,F,spouse,09494,WI,broker_b_census.csv,
G002,E0028,Christine,Walker,2022-04-22,M,child,09494,WI,broker_b_census.csv,
G002,E0028,Stacie,Walker,2003-06-18,M,child,09494,WI,broker_b_census.csv,
G002,E0029,Catherine,Stuart,1977-05-07,F,employee,94657,DE,broker_b_census.csv,
G002,E0030,Frank,Collins,1994-12-06,F,employee,76350,AK,broker_b_census.csv,
G002,E0030,Barbara,Collins,2024-08-20,M,child,76350,AK,broker_b_census.csv,
G002,E0030,James,Collins,2024-12-18,F,child,76350,AK,broker_b_census.csv,
G002,E0031,Kendra,Jefferson,1965-11-13,F,employee,79198,AS,broker_b_census.csv,
G002,E0031,Tonya,Jefferson,1966-09-10,M,spouse,79198,AS,broker_b_census.csv,
G002,E0031,Mitchell,Jefferson,2011-08-16,F,child,79198,AS,broker_b_census.csv,
G002,E0031,Lynn,Jefferson,2022-07-29,F,child,79198,AS,broker_b_census.csv,
G002,E0032,Steve,Hernandez,1999-10-29,F,employee,23587,VA,broker_b_census.csv,
G002,E0033,Debra,Gilbert,1983-12-03,F,employee,71040,WI,broker_b_census.csv,
G002,E0034,Ryan,Simon,1982-04-11,M,employee,35680,MD,broker_b_census.csv,
G002,E0034,Mariah,Simon,1998-02-10,F,spouse,35680,MD,broker_b_census.csv,
G002,E0035,Ashley,Barnett,1993-10-03,F,employee,44593,AK,broker_b_census.csv,
