group_id,employee_id,first_name,last_name,date_of_birth,gender,relationship,zip_code,state,source_file,row_issues
G004,E0013,Linda,Diaz,2003-01-29,M,employee,52218,AL,broker_d_census.xlsx,
G004,E0014,David,Richardson,1972-11-09,F,employee,98675,TX,broker_d_census.xlsx,
G004,E0015,Parker,Little,1972-10-04,F,employee,49190,CT,broker_d_census.xlsx,
G004,E0015,Thomas,Little,1990-07-03,M,spouse,49190,CT,broker_d_census.xlsx,
G004,E0015,Jeffrey,Little,2024-04-13,M,child,49190,CT,broker_d_census.xlsx,
G004,E0016,Debra,Wilson,1991-08-20,F,employee,06444,AZ,broker_d_census.xlsx,
G004,E0016,Travis,Wilson,1974-07-29,M,spouse,06444,AZ,broker_d_census.xlsx,
G004,E0016,Nathan,Wilson,2010-08-04,M,child,06444,AZ,broker_d_census.xlsx,
G004,E0016,Julia,Wilson,2011-05-21,F,child,06444,AZ,broker_d_census.xlsx,
G004,E0017,Tracy,Russell,1965-09-29,M,employee,37167,AZ,broker_d_census.xlsx,
G004,E0018,Jeff,Wallace,1991-03-03,F,employee,31448,PR,broker_d_census.xlsx,
G004,E0019,Tina,Richardson,1977-01-30,F,employee,85019,MI,broker_d_census.xlsx,
G004,E0020,Joshua,Donaldson,1964-02-02,F,employee,60101,CO,broker_d_census.xlsx,
G004,E0021,Darlene,Harper,1989-12-26,M,employee,03300,AR,broker_d_census.xlsx,
G004,E0021,John,Harper,1995-04-27,F,spouse,03300,AR,broker_d_census.xlsx,
G004,E0022,Kathy,Clark,1964-06-08,F,employee,28806,GU,broker_d_census.xlsx,
G004,E0023,Mark,Hernandez,1998-11-19,F,employee,78617,AL,broker_d_census.xlsx,
G004,E0024,Tracey,Huerta,1973-05-29,M,employee,71308,KS,broker_d_census.xlsx,
G004,E0024,Daniel,Huerta,1995-10-28,F,spouse,71308,KS,broker_d_census.xlsx,
G004,E0025,Kristina,Chapman,1976-11-21,M,employee,02569,HI,broker_d_census.xlsx,
G004,E0025,David,Chapman,1972-11-23,F,spouse,02569,HI,broker_d_census.xlsx,
G004,E0025,Shane,Chapman,2002-02-20,M,child,02569,HI,broker_d_census.xlsx,
G004,E0025,Jeffrey,Chapman,2012-03-28,M,child,02569,HI,broker_d_census.xlsx,
G004,E0026,Donna,Turner,2000-07-24,M,employee,84824,AK,broker_d_census.xlsx,
G004,E0026,Timothy,Turner,2002-01-25,M,child,84824,AK,broker_d_census.xlsx,
G004,E0026,Renee,Turner,2013-03-26,M,child,84824,AK,broker_d_census.xlsx,
G004,E0027,Cameron,Hill,1987-08-23,M,employee,83479,OR,broker_d_census.xlsx,
G004,E0028,Mark,Vang,1985-01-24,M,employee,70042,LA,broker_d_census.xlsx,
G004,E0029,Catherine,Garcia,1980-12-30,F,employee,92484,DE,broker_d_census.xlsx,
G004,E0029,Debra,Garcia,2022-08-29,M,child,92484,DE,broker_d_census.xlsx,
G004,E0030,Shannon,Perez,1970-09-25,M,employee,44925,GU,broker_d_census.xlsx,
G004,E0030,Robert,Perez,2012-04-11,M,child,44925,GU,broker_d_census.xlsx,
G004,E0030,Nicholas,Perez,2017-10-11,F,child,44925,GU,broker_d_census.xlsx,
G004,E0031,Christopher,Reynolds,1965-05-29,F,employee,98095,WA,broker_d_census.xlsx,
G004,E0032,David,Brown,1977-07-05,M,employee,74109,OH,broker_d_census.xlsx,
G004,E0033,David,Gomez,1975-08-30,M,employee,87708,WV,broker_d_census.xlsx,
G004,E0034,Ruth,Williams,1979-09-03,F,employee,38201,PA,broker_d_census.xlsx,
G004,E0034,Dale,Williams,1974-12-03,M,spouse,38201,PA,broker_d_census.xlsx,
G004,E0034,Melanie,Williams,2013-01-08,M,child,38201,PA,broker_d_census.xlsx,
G004,E0034,Joshua,Williams,2003-06-22,M,child,38201,PA,broker_d_census.xlsx,
G004,E0035,Katrina,Howell,1985-08-10,F,employee,88971,SD,broker_d_census.xlsx,
G004,E0035,Chelsea,Howell,1985-06-05,M,spouse,88971,SD,broker_d_census.xlsx,
